Région,Préfecture,Sous-préfecture,Nom de l'Établissement (si applicable),Nombre total de personnel de l'Établissement (si applicable) ,Secteur sanitaire,Partenaire responsable de la formation,Date de la formation,Durée de la formation (jours),Type de formation,Nombre de personnes formées,Region p-code,Prefecture p-code,Subprefecture p-code
Boke,Boke,Kolaboui,PS Thiankouthoni/CS kolaboui,,public,Jhpiego,2015-06-15,5,PCI Ebola,1.0,GIN001,GIN001002,GIN00100206
Boke,Boke,Tanene,CSR Tanene,,public,Jhpiego,2015-07-31,5,PCI Ebola,14.0,GIN001,GIN001002,GIN00100210
Boke,Boke,Boke Ctre,Hopital Regional Boke,,public,Jhpiego,2015-08-01,3.0,Triage,15.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Boke Ctre,LTO Boke,,public,Jhpiego,2015-08-01,3.0,Triage,1.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Dabiss,CSR Dabiss,,public,Jhpiego,2015-08-01,3.0,Triage,1.0,GIN001,GIN001002,GIN00100203
Boke,Boke,Kamsar,CSR Kassapo,,public,Jhpiego,2015-07-29,3.0,Triage,6.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Dispensaire CBG,,public,Jhpiego,2015-08-01,3.0,Triage,2.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kamsar,Hopital Anaim,,public,Jhpiego,2015-08-01,3.0,Triage,16.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Kanfarande,CSR Kanfarande,,public,Jhpiego,2015-08-01,3.0,Triage,2.0,GIN001,GIN001002,GIN00100205
Boke,Boke,Bintimodia,CSR Bintoumodia,,public,Jhpiego,2015-08-01,3.0,Triage,4.0,GIN001,GIN001002,GIN00100201
Boke,Boke,Boke Ctre,CSR Koulifanya,,public,Jhpiego,2015-08-01,3.0,Triage,3.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Kamsar,CSR Kayenguissa,,public,Jhpiego,2015-07-29,3.0,Triage,3.0,GIN001,GIN001002,GIN00100204
Boke,Boke,Boke Ctre,CSR Dibia,,public,Jhpiego,2015-07-31,3.0,Triage,7.0,GIN001,GIN001002,GIN00100202
Boke,Boke,Sansale,CSR Sansale,,public,Jhpiego,2015-08-01,3.0,Triage,2.0,GIN001,GIN001002,GIN00100209
Boke,Fria,Fria Ctre,Clinique Carrefour,,prive,Jhpiego,2015-08-29,5,PCI Ebola,1.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,Clinique Destin,,prive,Jhpiego,2015-08-29,5,PCI Ebola,1.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,Clinique Diadia,,prive,Jhpiego,2015-08-29,5,PCI Ebola,3.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,Clinique El Barry,,prive,Jhpiego,2015-08-29,5,PCI Ebola,1.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,Clinique Friaké,,prive,Jhpiego,2015-08-29,5,PCI Ebola,2.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,Clinique Hafia Diama,,prive,Jhpiego,2015-08-29,5,PCI Ebola,2.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,Clinique Idiatou,,prive,Jhpiego,2015-08-29,5,PCI Ebola,2.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,Clinique Pasteur,,prive,Jhpiego,2015-08-29,5,PCI Ebola,2.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,Clinique Pastoriat,,prive,Jhpiego,2015-08-29,5,PCI Ebola,4.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,CSR Aviation,,public,Jhpiego,2015-08-29,5,PCI Ebola,16.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Baguinet,CSR Banguigny,,public,Jhpiego,2015-08-29,5,PCI Ebola,3.0,GIN001,GIN001005,GIN00100501
Boke,Fria,Baguinet,CSR Banguinet,,public,Jhpiego,2015-08-22,5,PCI Ebola,2.0,GIN001,GIN001005,GIN00100501
Boke,Fria,Tormelin,CSR Diadia,,public,Jhpiego,2015-08-29,5,PCI Ebola,1.0,GIN001,GIN001005,GIN00100504
Boke,Fria,Baguinet,CSR Fatala,,public,Jhpiego,2015-08-22,5,PCI Ebola,1.0,GIN001,GIN001005,GIN00100501
Boke,Fria,Baguinet,CSR Sabendé,,public,Jhpiego,2015-08-29,5,PCI Ebola,22.0,GIN001,GIN001005,GIN00100501
Boke,Fria,Tormelin,CSR Tabossy,,public,Jhpiego,2015-08-29,5,PCI Ebola,1.0,GIN001,GIN001005,GIN00100504
Boke,Fria,Tormelin,CSR Tormelin,,public,Jhpiego,2015-08-29,5,PCI Ebola,4.0,GIN001,GIN001005,GIN00100504
Boke,Fria,Fria Ctre,CTE Wonkifon,,public,Jhpiego,2015-08-22,5,PCI Ebola,4.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,DPS Fria,,public,Jhpiego,2015-08-29,5,PCI Ebola,7.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,UA (Union Africaine),,public,Jhpiego,2015-08-29,5,PCI Ebola,1.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,UA (Union Africaine),,public,Jhpiego,2015-08-22,5,PCI Ebola,1.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,Infirmerie Camp,,public,Jhpiego,2015-08-29,5,PCI Ebola,2.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,CTE Fria,,public,Jhpiego,2015-08-22,5,PCI Ebola,4.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,Hôpital Pechinet de Fria,,public,Jhpiego,2015-08-29,5,PCI Ebola,55.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Fria Ctre,Hôpital Prefectoral de Fria,,public,Jhpiego,2015-08-22,5,PCI Ebola,52.0,GIN001,GIN001005,GIN00100503
Boke,Fria,Banguigny,PS Banguigny/Madina dian,,public,Jhpiego,2015-08-22,5,PCI Ebola,2.0,GIN001,GIN001005,GIN00100502
Boke,Fria,Tormelin,PS Banlandougou/Tormelin,,public,Jhpiego,2015-08-22,5,PCI Ebola,1.0,GIN001,GIN001005,GIN00100504
Boke,Fria,Baguinet,PS Fandietta/Banguinet,,public,Jhpiego,2015-08-22,5,PCI Ebola,1.0,GIN001,GIN001005,GIN00100501
Boke,Fria,Tormelin,PS Wany/Tormélin,,public,Jhpiego,2015-08-22,5,PCI Ebola,1.0,GIN001,GIN001005,GIN00100504
Conakry,Conakry,Dixinn,Hopital National Donka,,public,Jhpiego,2015-04-14,5,PCI Ebola,1.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,Hopital National Donka,,public,Jhpiego,2015-03-28,5,PCI Ebola,1068.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,Jhpiego Guinee,,prive,Jhpiego,2015-02-21,5,PCI Ebola,1.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,OMS,,prive,Jhpiego,2015-02-28,5,PCI Ebola,4.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,ONG ACF,,prive,Jhpiego,2015-03-07,5,PCI Ebola,2.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,ONG Stop Palu,,prive,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Kaloum,Hopital National Ignace Deen,,public,Jhpiego,2015-03-28,5,PCI Ebola,818.0,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,Ministere de la sante,,public,Jhpiego,2015-03-28,5,PCI Ebola,2.0,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Matam,CMC Coleah,,public,Jhpiego,2015-03-28,5,PCI Ebola,81.0,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,CMC Miniere,,public,Jhpiego,2015-03-07,5,PCI Ebola,82.0,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,CMC Matam,,public,Jhpiego,2015-03-28,5,PCI Ebola,186.0,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,Centre anti-tuberculeux de Matam,,public,Jhpiego,2015-03-28,5,PCI Ebola,2.0,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Ratoma,CMC Flamboyants,,public,Jhpiego,2015-03-28,5,PCI Ebola,55.0,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,CMC Ratoma,,public,Jhpiego,2015-03-07,5,PCI Ebola,155.0,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,CMS Jean Paul II,,public,Jhpiego,2015-03-07,5,PCI Ebola,43.0,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Kaloum,CSU Koulewondi,,public,Jhpiego,2015-02-07,5,PCI Ebola,3.0,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Ratoma,Hopital National Kipé,,public,Jhpiego,2015-02-28,5,PCI Ebola,79.0,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Kaloum,DCS Matam,,public,Jhpiego,2015-02-07,5,PCI Ebola,1.0,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Matoto,DCS Matoto,,public,Jhpiego,2015-02-07,5,PCI Ebola,1.0,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Ratoma,DCS Ratoma,,public,Jhpiego,2015-02-07,5,PCI Ebola,1.0,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Kaloum,DCS Kaloum,,public,Jhpiego,2015-02-07,5,PCI Ebola,1.0,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,CNLEB,,public,Jhpiego,2015-02-28,5,PCI Ebola,1.0,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Dixinn,ONG ACF,,public,Jhpiego,2015-03-07,5,PCI Ebola,2.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,Endoscopie/Donka,,public,Jhpiego,2015-05-26,5,PCI Ebola,1.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Matoto,Topage Industrie,,public,Jhpiego,2015-03-07,5,PCI Ebola,1.0,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Ratoma,Direction Santé de la Ville de Conakry,,public,Jhpiego,2015-02-07,5,PCI Ebola,1.0,GIN002,GIN002001,GIN00200105
Faranah,Faranah,Faranah Ctre,DRS Faranah,,public,Jhpiego,2015-01-15,5,PCI Ebola,1.0,GIN003,GIN003003,GIN00300303
Faranah,Kissidougou,Kissidougou Ctre,Clinique AGBEF,,public,Jhpiego,2015-01-30,5,PCI Ebola,5.0,GIN003,GIN003004,GIN00300408
Faranah,Kissidougou,Kissidougou Ctre,DPS Kissidougou,,public,Jhpiego,2015-01-30,5,PCI Ebola,8.0,GIN003,GIN003004,GIN00300408
Faranah,Kissidougou,Kissidougou Ctre,Clinique Privee,,prive,Jhpiego,2015-01-30,5,PCI Ebola,5.0,GIN003,GIN003004,GIN00300408
Faranah,Kissidougou,Albadariah,CSR Albadariah,,public,Jhpiego,2015-02-13,5,PCI Ebola,10.0,GIN003,GIN003004,GIN00300401
Faranah,Kissidougou,Banama,CSR Banama,,public,Jhpiego,2015-02-06,5,PCI Ebola,17.0,GIN003,GIN003004,GIN00300402
Faranah,Kissidougou,Banama,PS Dembayara/Fermessadou,,public,Jhpiego,2015-02-13,5,PCI Ebola,2.0,GIN003,GIN003004,GIN00300402
Faranah,Kissidougou,Bardou,PS Foniyandou/Bardou,,public,Jhpiego,2015-01-16,5,PCI Ebola,2.0,GIN003,GIN003004,GIN00300403
Faranah,Kissidougou,Sangardo,PS Foreya/Sangardo,,public,Jhpiego,2015-01-10,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300411
Faranah,Kissidougou,Banama,PS Fermessouba/Beindou,,public,Jhpiego,2015-01-10,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300402
Faranah,Kissidougou,Beindou,PS Gbangbadou/Beindou,,public,Jhpiego,2015-01-23,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300404
Faranah,Kissidougou,Yombiro,PS Forodou/Yombiro,,public,Jhpiego,2015-01-23,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300413
Faranah,Kissidougou,Yombiro,PS Gbagbé/Yombiro,,public,Jhpiego,2015-01-23,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300413
Faranah,Kissidougou,Bardou,CSR Bardou,,public,Jhpiego,2015-02-06,5,PCI Ebola,10.0,GIN003,GIN003004,GIN00300403
Faranah,Kissidougou,Beindou,CSR Beindou,,public,Jhpiego,2015-02-06,5,PCI Ebola,9.0,GIN003,GIN003004,GIN00300404
Faranah,Kissidougou,Fermessadou,CSR Fermessadou,,public,Jhpiego,2015-02-13,5,PCI Ebola,15.0,GIN003,GIN003004,GIN00300405
Faranah,Kissidougou,Fermessadou,PS Bouyé/Fermessadou,,public,Jhpiego,2015-02-06,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300405
Faranah,Kissidougou,Gbangbadou,PS Dawa/ Gbangbadou,,public,Jhpiego,2015-01-10,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300407
Faranah,Kissidougou,Fermessadou,PS Farawaya/Albadariah,,public,Jhpiego,2015-02-13,5,PCI Ebola,2.0,GIN003,GIN003004,GIN00300405
Faranah,Kissidougou,Albadariah,PS Dondian/Firawa,,public,Jhpiego,2015-01-23,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300401
Faranah,Kissidougou,Sangardo,PS Dèya/Sangardo,,public,Jhpiego,2015-01-10,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300411
Faranah,Kissidougou,Yende Millimou,PS Firadou/Yendè,,public,Jhpiego,2015-02-13,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300412
Faranah,Kissidougou,Fermessadou,PS Faidou/Yendè,,public,Jhpiego,2015-01-23,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300405
Faranah,Kissidougou,Albadariah,PS Djomandou/Albadariah,,public,Jhpiego,2015-01-16,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300401
Faranah,Kissidougou,Firawa,PS Dandou/Firawa,,public,Jhpiego,2015-01-16,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300406
Faranah,Kissidougou,Firawa,PS Fondandou/Firawa,,public,Jhpiego,2015-01-16,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300406
Faranah,Kissidougou,Firawa,CSR Firawa,,public,Jhpiego,2015-02-13,5,PCI Ebola,14.0,GIN003,GIN003004,GIN00300406
Faranah,Kissidougou,Firawa,PS Bamba/Firawa,,public,Jhpiego,2015-02-06,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300406
Faranah,Kissidougou,Gbangbadou,CSR Gbangbadou,,public,Jhpiego,2015-02-13,5,PCI Ebola,9.0,GIN003,GIN003004,GIN00300407
Faranah,Kissidougou,Kouroussa Ctre,CSR Sogbè,,public,Jhpiego,2015-02-13,5,PCI Ebola,8.0,GIN003,GIN003004,
Faranah,Kissidougou,Kissidougou Ctre,CSU Dar es salam,,public,Jhpiego,2015-02-06,5,PCI Ebola,13.0,GIN003,GIN003004,GIN00300408
Faranah,Kissidougou,Kissidougou Ctre,CSU Hermakono,,public,Jhpiego,2015-03-30,5,PCI Ebola,4.0,GIN003,GIN003004,GIN00300408
Faranah,Kissidougou,Kissidougou Ctre,CSU Madina,,public,Jhpiego,2015-06-13,5,PCI Ebola,25.0,GIN003,GIN003004,GIN00300408
Faranah,Kissidougou,Kissidougou Ctre,CSU Saraman,,public,Jhpiego,2015-01-23,5,PCI Ebola,9.0,GIN003,GIN003004,GIN00300408
Faranah,Kissidougou,Kissidougou Ctre,CSU limanya,,public,Jhpiego,2015-02-13,5,PCI Ebola,18.0,GIN003,GIN003004,GIN00300408
Faranah,Kissidougou,Kissidougou Ctre,Hopital prefectoral Kissidougou,,public,Jhpiego,2015-02-13,5,PCI Ebola,145.0,GIN003,GIN003004,GIN00300408
Faranah,Kissidougou,Kondiadou,PS Bougono/Kondiadou,,public,Jhpiego,2015-01-16,5,PCI Ebola,2.0,GIN003,GIN003004,GIN00300409
Faranah,Kissidougou,Kondiadou,PS Bembere/Kondiadou,,public,Jhpiego,2015-02-06,5,PCI Ebola,2.0,GIN003,GIN003004,GIN00300409
Faranah,Kissidougou,Kondiadou,CSR Kondiadou,,public,Jhpiego,2015-02-13,5,PCI Ebola,18.0,GIN003,GIN003004,GIN00300409
Faranah,Kissidougou,Kondiadou,PS Ballansama/Kondiadou,,public,Jhpiego,2015-01-16,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300409
Faranah,Kissidougou,Yombiro,PS Bambakorodou/Yombiro,,public,Jhpiego,2015-02-06,5,PCI Ebola,2.0,GIN003,GIN003004,GIN00300413
Faranah,Kissidougou,Manfran,CSR Manfran,,public,Jhpiego,2015-02-13,5,PCI Ebola,7.0,GIN003,GIN003004,GIN00300410
Faranah,Kissidougou,Manfran,PS Bambassiria/Manfran,,public,Jhpiego,2015-02-07,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300410
Faranah,Kissidougou,Sangardo,CSR Sangardo,,public,Jhpiego,2015-02-13,5,PCI Ebola,8.0,GIN003,GIN003004,GIN00300411
Faranah,Kissidougou,Sangardo,PS Borokono/Sangardo,,public,Jhpiego,2015-01-10,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300411
Faranah,Kissidougou,Yende Millimou,CSR Yende,,public,Jhpiego,2015-02-13,5,PCI Ebola,13.0,GIN003,GIN003004,GIN00300412
Faranah,Kissidougou,Yende Millimou,PS Bamba/Yende,,public,Jhpiego,2015-01-23,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300412
Faranah,Kissidougou,Yombiro,CSR Yombiro,,public,Jhpiego,2015-02-13,5,PCI Ebola,14.0,GIN003,GIN003004,GIN00300413
Faranah,Kissidougou,Yombiro,PS Dankaldou/Yombiro,,public,Jhpiego,2015-01-23,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300413
Faranah,Kissidougou,Beindou,PS Gbangadou/Beindou,,public,Jhpiego,2015-01-23,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300404
Faranah,Kissidougou,Gbangbadou,PS Gbaya/Gbangbadou,,public,Jhpiego,2015-01-23,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300407
Faranah,Kissidougou,Fermessadou,PS Gbenkoro/Fermessadou,,public,Jhpiego,2015-01-30,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300405
Faranah,Kissidougou,Banama,PS Kerba/Banama,,public,Jhpiego,2015-04-18,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300402
Faranah,Kissidougou,Fermessadou,PS Gbénikoro/Fermessadou,,public,Jhpiego,2015-04-18,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300405
Faranah,Kissidougou,Beindou,PS Kaoro/Beindou,,public,Jhpiego,2015-01-23,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300404
Faranah,Kissidougou,Gbangbadou,PS Héako/Gbangbadou,,public,Jhpiego,2015-01-23,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300407
Faranah,Kissidougou,Sangardo,PS Kamberedou/Sangardo,,public,Jhpiego,2015-02-06,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300411
Faranah,Kissidougou,Banama,PS Kero/Banama,,public,Jhpiego,2015-02-06,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300402
Faranah,Kissidougou,Gbangbadou,PS Herako/Gbangbadou,,public,Jhpiego,2015-02-13,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300407
Faranah,Kissidougou,Manfran,PS Komaro/Manfran,,public,Jhpiego,2015-01-15,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300410
Faranah,Kissidougou,Manfran,PS Konardo/Manfran,,public,Jhpiego,2015-01-15,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300410
Faranah,Kissidougou,Bardou,PS Kondian/Bardou,,public,Jhpiego,2015-01-26,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300403
Faranah,Kissidougou,Fermessadou,PS Kongola Loundi/Fermessadou,,public,Jhpiego,2015-05-26,5,PCI Ebola,2.0,GIN003,GIN003004,GIN00300405
Faranah,Kissidougou,Kondiadou,PS Kossa/Kondiadou,,public,Jhpiego,2015-01-17,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300409
Faranah,Kissidougou,Manfran,PS Kossiria/Manfran,,public,Jhpiego,2015-01-19,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300410
Faranah,Kissidougou,Beindou,PS Koudoupompo/Beindou,,public,Jhpiego,2015-01-15,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300404
Faranah,Kissidougou,Yende Millimou,PS Koumassan/Yendè,,public,Jhpiego,2015-01-19,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300412
Faranah,Kissidougou,Beindou,PS Lelo/Beindou,,public,Jhpiego,2015-01-11,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300404
Faranah,Kissidougou,,PS Korodou/Lymania,,public,Jhpiego,2015-01-19,5,PCI Ebola,1.0,GIN003,GIN003004,
Faranah,Kissidougou,Yende Millimou,PS Mafendou/Yendè,,public,Jhpiego,2015-02-16,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300412
Faranah,Kissidougou,Fermessadou,PS Mandou/Fermessadou,,public,Jhpiego,2015-02-16,5,PCI Ebola,3.0,GIN003,GIN003004,GIN00300405
Faranah,Kissidougou,Fermessadou,PS Massakoundou/Fermessadou,,public,Jhpiego,2015-05-26,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300405
Faranah,Kissidougou,Banama,PS Mantranya/Banama,,public,Jhpiego,2015-01-15,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300402
Faranah,Kissidougou,Albadariah,PS Merna/Albadariah,,public,Jhpiego,2015-05-26,5,PCI Ebola,3.0,GIN003,GIN003004,GIN00300401
Faranah,Kissidougou,Kondiadou,PS Mukolou/Kondiadou,,public,Jhpiego,2015-02-09,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300409
Faranah,Kissidougou,Gbangbadou,PS Nyanbou/Gbangbadou,,public,Jhpiego,2015-01-15,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300407
Faranah,Kissidougou,Fermessadou,PS Saldou/Fermessadou,,public,Jhpiego,2015-05-26,5,PCI Ebola,3.0,GIN003,GIN003004,GIN00300405
Faranah,Kissidougou,Beindou,PS Sangaladou/Beindou,,public,Jhpiego,2015-02-16,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300404
Faranah,Kissidougou,Kondiadou,PS Soulakolou/Kondiadou,,public,Jhpiego,2015-02-17,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300409
Faranah,Kissidougou,Fermessadou,PS Tangolto/Fermessadou,,public,Jhpiego,2015-05-26,5,PCI Ebola,3.0,GIN003,GIN003004,GIN00300405
Faranah,Kissidougou,Banama,PS telibodou/Banama,,public,Jhpiego,2015-01-26,5,PCI Ebola,2.0,GIN003,GIN003004,GIN00300402
Faranah,Kissidougou,Yende Millimou,PS Touffoudou/yendè,,public,Jhpiego,2015-05-19,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300412
Faranah,Kissidougou,Yende Millimou,PS Walto/Yendè,,public,Jhpiego,2015-01-26,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300412
Faranah,Kissidougou,Yende Millimou,PS Wentsso/Yendè,,public,Jhpiego,2015-01-19,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300412
Faranah,Kissidougou,Beindou,PS Wodé/Beindou,,public,Jhpiego,2015-02-03,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300404
Faranah,Kissidougou,Banama,PS Wondekere/Banama,,public,Jhpiego,2015-05-26,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300402
Faranah,Kissidougou,Sangardo,PS Wossokoroma/Sangardo,,public,Jhpiego,2015-02-16,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300411
Faranah,Kissidougou,Bardou,PS Yaadou/Bardou,,public,Jhpiego,2015-02-19,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300403
Faranah,Kissidougou,Manfran,PS Yallakoro/Manfran,,public,Jhpiego,2015-01-15,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300410
Faranah,Kissidougou,Gbangbadou,PS Yallakala/Gbangbadou,,public,Jhpiego,2015-01-19,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300407
Faranah,Kissidougou,Gbangbadou,PS Yando/Gbangbadou,,public,Jhpiego,2015-01-26,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300407
Faranah,Kissidougou,Beindou,PS Yoromandou/Beindou,,public,Jhpiego,2015-02-16,5,PCI Ebola,2.0,GIN003,GIN003004,GIN00300404
Faranah,Kissidougou,,PS Korodou/Lymania,,public,Jhpiego,2015-01-03,5,PCI Ebola,1.0,GIN003,GIN003004,
Faranah,Kissidougou,Yombiro,PS Trakolé/Yombiro,,public,Jhpiego,2015-01-16,5,PCI Ebola,1.0,GIN003,GIN003004,GIN00300413
Kindia,Forecariah,Allassoyah,CSR Bassia,,public,Jhpiego,2015-01-09,5,PCI Ebola,3.0,GIN005,GIN005003,GIN00500301
Kindia,Forecariah,Kaliah,CSR Bokaria,,public,Jhpiego,2015-01-09,5,PCI Ebola,9.0,GIN005,GIN005003,GIN00500307
Kindia,Forecariah,Allassoyah,PS Allayasoyah/Bassia,,public,Jhpiego,2015-01-09,5,PCI Ebola,3.0,GIN005,GIN005003,GIN00500301
Kindia,Forecariah,Benty,CSR Gbenty,,public,Jhpiego,2015-01-09,5,PCI Ebola,7.0,GIN005,GIN005003,GIN00500302
Kindia,Forecariah,Benty,CSR Benty,,public,Jhpiego,2015-01-09,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500302
Kindia,Forecariah,Benty,PS Diakhagbè/Benty,,public,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500302
Kindia,Forecariah,Forecariah Ctre,DPS Forecariah,,public,Jhpiego,2015-01-16,5,PCI Ebola,3.0,GIN005,GIN005003,GIN00500304
Kindia,Forecariah,Forecariah Ctre,CSU Forecariah,,public,Jhpiego,2015-01-16,5,PCI Ebola,16.0,GIN005,GIN005003,GIN00500304
Kindia,Forecariah,Forecariah Ctre,Hopital prefectoral Forecariah,,public,Jhpiego,2015-01-16,5,PCI Ebola,38.0,GIN005,GIN005003,GIN00500304
Kindia,Forecariah,Forecariah Ctre,Infirmerie de Camp de Forecariah,,public,Jhpiego,2015-01-09,5,PCI Ebola,2.0,GIN005,GIN005003,GIN00500304
Kindia,Forecariah,Forecariah Ctre,Infirmerie de Camp de Farmoriah,,public,Jhpiego,2015-01-16,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500304
Kindia,Forecariah,Kaback,CSR Kaback,,public,Jhpiego,2015-01-09,5,PCI Ebola,7.0,GIN005,GIN005003,GIN00500305
Kindia,Forecariah,Kakossa,CSR Kakossa,,public,Jhpiego,2015-01-16,5,PCI Ebola,5.0,GIN005,GIN005003,GIN00500306
Kindia,Forecariah,Maferinya,CNFRSR Maferinya,,public,Jhpiego,2015-01-16,5,PCI Ebola,15.0,GIN005,GIN005003,GIN00500308
Kindia,Forecariah,Maferinya,CSR Maferinya,,public,Jhpiego,2015-01-16,5,PCI Ebola,40.0,GIN005,GIN005003,GIN00500308
